Annual,APR,AUG,DEC,FEB,JAN,JUL,JUN,Jan-Feb,Jun-Sep,MAR,MAY,Mar-May,NOV,Number of Records,OCT,Oct-Dec,SEP,Subdivision,Year
1735.2,26,335,23.9,8.9,1.3,304.9,204.2,10.2,1245.7,67.6,134.2,227.8,20.9,1,206.6,251.5,401.6,GANGETIC WEST BENGAL,1973
1470.7,29.8,317.1,0,0,3.6,438.5,96.4,3.6,1114.6,83.1,94.5,207.5,4.6,1,140.3,144.9,262.7,GANGETIC WEST BENGAL,1974
1466.2,38.1,331.1,0,18.7,9.9,364.9,156.6,28.6,1138.9,10.6,65.8,114.5,42.6,1,141.6,184.2,286.3,GANGETIC WEST BENGAL,1975
1240.6,47.5,279.6,0.6,32.8,0,296.6,148.9,32.8,922.6,20.7,133.1,201.3,31.2,1,52.1,83.8,197.5,GANGETIC WEST BENGAL,1976
1840.6,89.9,329.4,35.5,24.2,11.7,450.9,409.4,35.9,1361,7.3,176.4,273.6,48,1,86.6,170.1,171.3,GANGETIC WEST BENGAL,1977
1872.5,49.8,349.1,6.4,21.2,1.4,274.1,253,22.6,1467.9,50.5,116.3,216.5,10.3,1,148.8,165.5,591.8,GANGETIC WEST BENGAL,1978
1157.9,28,229.6,20.4,27.3,16,296.4,282.9,43.3,975.9,8.4,22.3,58.7,11.5,1,48,79.9,167,GANGETIC WEST BENGAL,1979
1521,21.8,243.3,0.4,22.6,15.5,403.2,303.6,38.1,1131.2,60.9,109.9,192.7,0,1,158.6,159.1,181,GANGETIC WEST BENGAL,1980
1909,110.8,327.7,72.8,63.9,13.7,417.7,321.4,77.6,1316.7,64.8,250.9,426.5,3.8,1,11.6,88.2,250,GANGETIC WEST BENGAL,1981
1111,70.9,308.9,0,35.8,2.4,224.5,196,38.2,830.4,87.2,37.1,195.2,17.9,1,29.2,47.1,101.1,GANGETIC WEST BENGAL,1982
1463.6,44.2,365.4,13.6,39.2,9.1,207.6,188.9,48.2,1009.4,47,132.5,223.7,1.1,1,167.6,182.3,247.4,GANGETIC WEST BENGAL,1983
1831.7,46.6,442.2,0,2.6,19.1,332.7,597.1,21.7,1568.4,0.6,82.6,129.8,0,1,111.8,111.8,196.4,GANGETIC WEST BENGAL,1984
1413.4,24.1,340.6,0,22,10.9,286.3,280.4,32.9,1109.1,8.8,99.6,132.4,1.8,1,137.2,139,201.8,GANGETIC WEST BENGAL,1985
1791,48.5,181.2,20.6,6.3,9.6,313.4,227.9,15.9,1244.8,7.1,146.1,201.7,106.4,1,201.5,328.5,522.2,GANGETIC WEST BENGAL,1986
1591.5,76.6,473,7.7,7.1,1.8,427.4,146.9,8.9,1309.9,18.9,91.7,187.2,43.7,1,34.1,85.5,262.6,GANGETIC WEST BENGAL,1987
1681.5,45.3,292.6,0.5,22.9,1.7,299.9,508.8,24.6,1308.4,53.5,109.3,208.1,39.5,1,100.4,140.4,207.1,GANGETIC WEST BENGAL,1988
1626.3,5.4,291.4,18.3,4.9,0.4,414.5,318.2,5.3,1308.3,6.1,173.6,185.1,3.7,1,105.5,127.5,284.2,GANGETIC WEST BENGAL,1989
1961.3,79.3,236.3,3.5,62.2,2.2,520.2,268.2,64.4,1325.4,119,147.6,346,47.9,1,174.2,225.6,300.7,GANGETIC WEST BENGAL,1990
1609.1,34.5,331.3,67.5,11.4,27.8,381.2,257.4,39.2,1219,41.7,66.1,142.2,15.6,1,125.6,208.7,249.2,GANGETIC WEST BENGAL,1991
1414.6,25,254.1,0.2,49.5,14,407.6,239.9,63.5,1128.3,0.1,127,152.1,4.4,1,66.2,70.7,226.6,GANGETIC WEST BENGAL,1992
1759.7,78.6,357.7,0,3.8,0.3,280,328.5,4,1387.6,40.8,116.2,235.6,38.2,1,94.2,132.5,421.4,GANGETIC WEST BENGAL,1993
1530.8,63.7,294.4,0,48.8,23.8,426.1,310.1,72.6,1196.8,7.3,98,169,9.6,1,82.9,92.5,166.1,GANGETIC WEST BENGAL,1994
1936,10.1,413,6.2,30.1,20.2,401.1,185.4,50.3,1411,8.7,202.9,221.7,160.5,1,86.4,253.1,411.5,GANGETIC WEST BENGAL,1995
1504,39.2,472,0,13.2,11,251.3,336,24.2,1202.7,10.4,67.5,117,4.1,1,155.9,160,143.5,GANGETIC WEST BENGAL,1996
1657.7,101.8,387.3,24.9,23.6,18.7,437.3,219.6,42.3,1288.1,44.2,98.2,244.1,30.5,1,27.8,83.1,244,GANGETIC WEST BENGAL,1997
1632.7,53,265.7,0,31,52.9,295.2,154.3,83.9,1011.5,128.8,87.1,268.9,77.1,1,191.4,268.4,296.3,GANGETIC WEST BENGAL,1998
1957,10.5,375.4,0,0.7,0.1,405.2,268.8,0.8,1517.2,1.6,217.9,230,13.7,1,195.3,209,467.8,GANGETIC WEST BENGAL,1999
1572.1,54,178.4,0.1,57.9,9.5,341.5,205.6,67.4,1153.9,3.8,215,272.8,1.6,1,76.2,77.9,428.4,GANGETIC WEST BENGAL,2000
1540.6,49.4,248.7,0,1.9,0.3,269.3,384.2,2.2,1108,32.8,175.8,258,8.8,1,163.6,172.4,205.9,GANGETIC WEST BENGAL,2001
1613.3,77.4,289.3,0.1,1.5,26.3,281.6,347.7,27.8,1244.9,26.6,114.1,218.1,50.9,1,71.5,122.5,326.4,GANGETIC WEST BENGAL,2002
1496.7,36.3,239.3,17.7,11.7,0.5,253.4,280.5,12.2,928.2,70,81.9,188.2,8.9,1,341.5,368.1,155,GANGETIC WEST BENGAL,2003
1569.4,62.8,389.9,0.8,1.6,3.3,250.7,287.5,4.9,1192.3,14.9,72.9,150.7,0,1,220.7,221.5,264.3,GANGETIC WEST BENGAL,2004
1604.9,41.8,226.7,4.9,11.8,26.8,354.5,200.1,38.6,1002.6,82.8,82.4,207,0,1,351.7,356.6,221.3,GANGETIC WEST BENGAL,2005
1660.5,60.5,320.3,0.3,3,0.8,486.6,221,3.9,1408.8,10.6,120.8,191.9,5.9,1,49.7,55.9,380.9,GANGETIC WEST BENGAL,2006
1941.4,38.7,328,0,56.2,3.9,610.1,226.3,60.1,1624.2,39.3,98.7,176.7,24.6,1,55.8,80.4,459.9,GANGETIC WEST BENGAL,2007
1555.2,42.8,252.2,0.2,12.4,49.4,338.4,414.5,61.8,1272.3,11.5,94.4,148.8,0,1,72.3,72.4,267.3,GANGETIC WEST BENGAL,2008
1315,2.6,332.7,0.3,1.4,2.4,277.6,69.7,3.8,974.6,17.9,229,249.5,9.4,1,77.3,87.1,294.6,GANGETIC WEST BENGAL,2009
1064.8,15.9,192.6,29.7,10.3,0.2,196.3,189.3,10.5,770.7,8,127.5,151.3,6.3,1,96.2,132.2,192.6,GANGETIC WEST BENGAL,2010
1686.5,75,443.2,1.4,2.7,2.5,219.9,434.5,5.2,1393.6,40.5,132.6,248.1,1.3,1,36.9,39.6,295.9,GANGETIC WEST BENGAL,2011
1268,57.7,261.4,24.6,15.3,40.7,315,146.6,56,969.9,4.4,44.2,106.3,47,1,64.2,135.8,246.9,GANGETIC WEST BENGAL,2012
1764.1,45.6,401.4,0,10,2.5,263.2,233.4,12.5,1152,4.8,195.9,246.3,0,1,353.2,353.3,254,GANGETIC WEST BENGAL,2013
1261.4,1.9,292.6,0.6,42.2,0.9,298.7,193.6,43.1,1014.4,19.9,124.4,146.2,0.1,1,56.9,57.7,229.5,GANGETIC WEST BENGAL,2014
1530.3,88.7,260.6,6.3,5.5,12.9,633.1,247.2,18.4,1304.9,19.3,57.6,165.6,2.3,1,32.7,41.3,164,GANGETIC WEST BENGAL,2015
1284.2,51.6,307.7,0,65.1,39.5,288.4,78.2,104.6,859.6,16.1,79,146.7,96.7,1,76.6,173.3,185.3,ORISSA,1901
1349,101.1,349.1,29.6,0.2,3.4,437.4,108.3,3.5,1097.6,14.2,56.7,172.1,13,1,33.2,75.8,202.7,ORISSA,1902
1568.3,34.6,295.2,11,18.9,19.7,410.4,154.3,38.6,1125.5,10.5,73.3,118.5,46.2,1,228.5,285.7,265.6,ORISSA,1903
1514.8,10.1,350.4,1.9,12.2,0.2,336.7,342.9,12.4,1257.8,20.6,100.2,130.9,0,1,111.8,113.7,227.8,ORISSA,1904
1357.3,56.9,281.4,0.4,17.2,24.3,330.1,92,41.5,1047.6,66.3,107.5,230.7,0.7,1,36.4,37.5,344.1,ORISSA,1905
1408.2,5,261.8,27.4,88.3,19.8,348.8,219,108.1,1081.3,40.9,46.3,92.2,13,1,86.2,126.7,251.7,ORISSA,1906
1447.1,105.1,531.8,31.2,16.9,0.1,203.9,226.3,17,1166.8,57.4,39.8,202.3,14,1,15.9,61.1,204.8,ORISSA,1907
1430.6,9.9,507.3,0,0.6,36.2,327.2,218.7,36.8,1267.1,12.2,59.3,81.4,0,1,45.3,45.3,213.9,ORISSA,1908
1535.5,148.4,234.3,58.1,11.9,5.7,452.7,288.2,17.7,1209.2,4.8,53.1,206.3,1.8,1,42.3,102.2,234,ORISSA,1909
1598.5,52.7,368.7,0,0.6,10.6,381.8,258.8,11.2,1247.1,2.1,60.6,115.5,8.5,1,216.2,224.7,237.9,ORISSA,1910
1417.3,18.6,406.2,5.9,2.7,0,172.2,351.6,2.7,1200,26.2,56.6,101.4,15,1,92.3,113.2,270,ORISSA,1911
1397.2,49.3,405.6,0,62.5,1,388.4,113,63.5,1123.4,10.4,39.6,99.3,46.5,1,64.5,111,216.4,ORISSA,1912
1544.3,12.3,356.4,1.7,56.3,1.2,448,230,57.5,1200.7,9.6,87.1,108.9,25.7,1,149.7,177.1,166.3,ORISSA,1913
1598.5,64.6,309.7,6.8,20.2,0,397.7,255.8,20.2,1305.3,12.7,175,252.3,1,1,12.9,20.7,342.2,ORISSA,1914
1437.1,25.2,313,0,21.4,15.4,239.4,165.1,36.9,988.3,37.3,74.5,137.1,125.6,1,149.2,274.8,270.8,ORISSA,1915
1479.4,33.8,334.7,0,4.9,0,250.7,339.6,5,1122.5,0.8,45.5,80.1,55.8,1,216.1,271.9,197.6,ORISSA,1916
1850.1,26,319.4,0.3,68.5,0,319,336.3,68.5,1255.4,24,95.1,145.2,16.4,1,364.4,381.1,280.6,ORISSA,1917
1297.4,28.5,324.8,3.6,0.3,10.8,216.5,363.3,11.1,1094.7,19.3,127.7,175.5,5.1,1,7.5,16.1,190.1,ORISSA,1918
1758.1,30.2,492.2,2.8,56.6,59.8,354.7,332.3,116.4,1317.6,29.5,72,131.7,99.7,1,89.8,192.4,138.3,ORISSA,1919
1402.6,26.9,303.9,0,18.2,3.3,561.4,173.2,21.5,1205.8,50.7,51.2,128.8,1.6,1,44.9,46.5,167.2,ORISSA,1920
1324,26.4,289.1,0,1.1,48.7,321.9,210.2,49.7,1159.4,1.7,19.5,47.7,4.4,1,62.9,67.2,338.2,ORISSA,1921
1466.5,13.9,295.4,0.1,0.2,20,431.8,247,20.2,1302.9,1.9,46.6,62.4,30,1,50.9,81,328.8,ORISSA,1922
1258.6,17.1,333,4.7,66.3,0.2,288.7,106.7,66.4,939,9.6,34.4,61.1,74.8,1,112.6,192.1,210.5,ORISSA,1923
1263.4,15.7,312.4,0,5.9,30.2,228.5,95.3,36.1,868.1,1.3,83.9,100.8,152.3,1,106,258.3,232,ORISSA,1924
1807.8,52.2,429.9,10.7,0,2,433.7,353.5,2,1418.6,6,111.8,170,4.8,1,201.8,217.2,201.5,ORISSA,1925
1535.8,34.1,565.3,2.6,11.3,34.8,296.5,71.7,46.1,1222.4,83.2,59.2,176.5,0,1,88.1,90.7,288.9,ORISSA,1926
1525.5,12.6,431.5,0,27.2,3,454.5,241.8,30.2,1308.8,8.1,51.6,72.2,22.1,1,92.2,114.3,181,ORISSA,1927
1585.6,62.8,266.1,0.6,4.6,4.6,468.8,266.7,9.3,1228.2,6.3,68.8,137.9,1.7,1,208,210.3,226.5,ORISSA,1928
1637.8,25,423.4,15.3,18.8,18,525,193.4,36.8,1332.7,4.5,37.8,67.2,0,1,185.7,201.1,190.9,ORISSA,1929
1446.4,33.4,333.7,2.7,12.1,0.2,357.5,177.5,12.4,1156.3,9.9,38,81.4,143.1,1,50.5,196.3,287.5,ORISSA,1930
1477.2,18.6,511,0.4,36.8,7.4,239.9,108,44.2,1055.9,20.7,44.3,83.6,59.5,1,233.4,293.4,197,ORISSA,1931
1440.2,26.9,271,0,34,0.2,474.7,116.5,34.3,1108.6,9.9,67.4,104.1,136,1,57.3,193.3,246.3,ORISSA,1932
1851,25.5,448.6,11.1,57.4,17.8,404.8,288.6,75.2,1436.7,7.9,136.5,169.9,20,1,138.1,169.2,294.7,ORISSA,1933
1488.9,11,425.4,3.3,1.4,0.1,371.8,230.6,1.5,1327.9,4.2,21,36.2,17.4,1,102.6,123.3,300.1,ORISSA,1934
1219.4,42.1,212.8,2.3,10.2,1.1,531.3,135.5,11.3,1117.5,12.4,16.2,70.7,0.1,1,17.5,19.9,237.8,ORISSA,1935
1876,7.9,384.9,5.5,42.9,16.8,360.1,477.6,59.7,1469.9,11.7,155.3,174.9,11.5,1,154.4,171.4,247.3,ORISSA,1936
1567.3,66.9,290,0.3,89,0,430.6,235.2,89,1241.6,28.4,64.9,160.2,0.8,1,75.5,76.5,285.8,ORISSA,1937
1441.6,14.5,339.8,0,16.8,11,267.2,229.6,27.8,1063,14,119.6,148.1,23.7,1,179,202.7,226.4,ORISSA,1938
1563.4,26.3,410.1,2.8,10.9,8.1,411.9,196.9,18.9,1260.9,34.9,19.1,80.2,19.3,1,181.2,203.3,242.1,ORISSA,1939
1687.7,29.1,395.9,10.5,35.3,0,532.6,286.2,35.3,1348,70.1,133.1,232.3,3.3,1,58.3,72.1,133.3,ORISSA,1940
1435.2,14.5,272.4,0.1,1.4,28.3,356.5,288.2,29.7,1103,8.2,62.3,85,61.5,1,155.9,217.5,186,ORISSA,1941
1448.3,37.6,379.8,0.1,18.6,4.7,423.8,156.8,23.4,1216.9,2.5,29.6,69.8,75.4,1,62.7,138.3,256.4,ORISSA,1942
1586.5,68.9,382.9,0,4.1,63.9,413.3,200.3,68,1291.2,11.9,54.6,135.3,20.1,1,71.8,92,294.7,ORISSA,1943
1608.1,46.7,415.9,0,72.9,35.1,491.4,121.9,108,1180.6,75.3,32.9,154.8,8.7,1,155.9,164.6,151.5,ORISSA,1944
1538.6,50.6,270.3,10.4,4.7,20.3,387.1,152.6,25,1215.9,0.1,58,108.7,2.5,1,176.1,189,405.9,ORISSA,1945
1614.9,104.2,399.2,0.3,2.6,0,345.5,249.7,2.6,1242.3,5.2,83.7,193.1,33.3,1,143.2,176.8,248,ORISSA,1946
1410.9,17.3,374.9,61.3,19.3,21.8,341.5,210.9,41.1,1100.7,14.7,38.5,70.4,10.3,1,127.1,198.6,173.3,ORISSA,1947
1333.8,28.5,312.4,0.2,36.1,14,289.4,164.8,50.1,1024.1,13.5,60.7,102.7,74.2,1,82.5,156.9,257.6,ORISSA,1948
1348.9,35.1,307.1,0,3.1,0.9,248.9,140.7,4,999.8,8.7,78.1,121.8,1.1,1,222.1,223.3,303.1,ORISSA,1949
1392.8,7.7,327.4,0,21.2,0,326.9,199.4,21.2,1051.6,69.7,49.4,126.8,138.1,1,55.1,193.2,197.9,ORISSA,1950
1396.2,37.1,349.5,0,0,2.2,339.1,172.5,2.2,1026.6,89.7,48,174.8,37.1,1,155.6,192.6,165.5,ORISSA,1951
1516.7,53.2,352,1.1,9.5,0.3,356.4,187.1,9.8,1203.4,26.2,44.4,123.7,2.2,1,176.6,179.9,307.9,ORISSA,1952
1437.7,13.8,512.1,0,5.9,39.9,318.9,182.8,45.8,1245.3,0.2,23.7,37.7,49.8,1,59.2,109,231.5,ORISSA,1953
1208,19.2,271.9,14.2,6.2,0.6,211.7,163.2,6.8,990.8,8.6,50.2,78.1,0,1,118.2,132.4,344,ORISSA,1954
1597,29.6,355.9,0.3,0.2,0.1,238,201.7,0.3,1167,8.4,76.5,114.4,52.3,1,262.7,315.3,371.4,ORISSA,1955
1885.4,11.9,434.5,0,37.9,1.4,470,345.2,39.3,1499.5,18.2,118.1,148.2,6.7,1,191.7,198.4,249.8,ORISSA,1956
1277.5,12.4,415.4,0,26.6,12.3,349.2,153.5,39,1112.7,30.4,33.6,76.3,0.1,1,49.5,49.6,194.5,ORISSA,1957
1624,32.8,319.1,0.1,42.8,11.5,404.1,125.2,54.3,1212.6,16,39,87.8,51.8,1,217.4,269.3,364.2,ORISSA,1958
1495.9,22.2,341.6,2.7,2.4,28.5,357.4,202.7,30.9,1218.2,2.7,47.1,72.1,1.5,1,170.5,174.7,316.5,ORISSA,1959
1593,12.4,461.7,13.9,0.8,5.4,444.1,211.4,6.2,1331.8,51.6,42.7,106.8,3.6,1,130.8,148.2,214.6,ORISSA,1960
1945.3,15.9,327.9,2.7,116.2,15.9,406.2,324.8,132.1,1542.1,3.2,59.7,78.9,11.3,1,178.2,192.2,483.2,ORISSA,1961
1346.5,35.9,263.2,4.7,5.1,8.3,379,192.7,13.4,1072.2,19.8,34.1,89.8,2.5,1,164,171.2,237.3,ORISSA,1962
1562,47,361.9,2,6.9,0.2,310.6,218.7,7,1198.1,9.1,90,146.1,3.9,1,204.9,210.8,306.9,ORISSA,1963
1354.7,33.2,427.9,0,28.3,1.7,372.4,142.5,30,1138.3,11.9,48.8,94,8.2,1,84.1,92.3,195.5,ORISSA,1964
1174.7,37.9,187.3,1,17.3,10.6,392.9,123.1,27.8,926.2,59.1,37.6,134.7,1,1,83.9,85.9,222.9,ORISSA,1965
1286.8,28,211,10.9,3.6,49.9,340.2,306.3,53.5,1013.4,0.9,37.9,66.8,63.4,1,78.9,153.2,155.9,ORISSA,1966
1427.5,40.9,340.7,10.7,0.4,70.9,315.3,233.3,71.4,1171,87.7,25.7,154.3,1.8,1,18.3,30.8,281.8,ORISSA,1967
1464.1,26.5,335.4,0.7,29.7,33.4,311.6,186.7,63.1,1070.3,20.7,45.7,92.9,45.5,1,191.6,237.8,236.6,ORISSA,1968
1283.2,27.3,293.5,6.4,1,0.7,432.5,158.6,1.7,1082.3,4,80.7,112.1,38.9,1,41.8,87.1,197.7,ORISSA,1969
1412.3,32.3,348.8,0.2,27.5,4.6,307.8,307.9,32.1,1170.5,47.2,60.8,140.2,2.4,1,66.9,69.5,205.9,ORISSA,1970
1596.8,76.9,411,0,23.5,16.1,290.9,290.8,39.6,1164.2,1.9,82.2,161,2.1,1,229.9,232.1,171.5,ORISSA,1971
1324.9,25.9,383.4,0.3,22,0,333.9,133.9,22,1133.8,2.6,16.3,44.8,40.9,1,83.1,124.4,282.7,ORISSA,1972
1573.5,8.7,380.9,13,5.7,1.7,434.9,103.2,7.3,1185.4,33.4,67.5,109.7,13.3,1,244.7,271,266.5,ORISSA,1973
987,12.1,306.5,0,1.3,0,223.3,128.9,1.3,790.4,27.4,44.8,84.3,8,1,103,111.1,131.7,ORISSA,1974
1392,18.2,437,0.3,17.7,1.8,279.5,193.3,19.5,1161.4,21.5,18.4,58.1,17.5,1,135.1,153,251.7,ORISSA,1975
1178.8,25.9,374.1,2.4,10.1,0,347.8,108.1,10.1,1002.5,10.5,57.9,94.3,32.8,1,36.8,72,172.6,ORISSA,1976
1477.9,50.7,335.7,9.4,5,4.9,355.4,181.4,9.9,1129.1,5.4,124.9,181.1,87,1,61.5,157.8,256.6,ORISSA,1977
1439,28.7,462.1,9.8,31,4,336.2,183.5,35,1180.8,45.3,37.4,111.5,21.8,1,80.1,111.7,199,ORISSA,1978
995.9,22.7,251.8,7.4,14.9,6.7,240.2,198.5,21.5,862.2,3.2,25.1,50.9,7.3,1,46.5,61.2,171.7,ORISSA,1979
1462.9,23.2,228.1,5.2,9.2,10.8,367.6,325.5,20,1223.3,41.7,59.9,124.8,3,1,86.6,94.8,302.1,ORISSA,1980
1295.7,45.7,348.1,6.5,13.6,25.8,238.3,189.2,39.4,1032.7,67.1,85,197.8,0.4,1,18.8,25.7,257.1,ORISSA,1981
1258.5,51.8,466.4,0,32.3,5.5,223.2,191.4,37.8,1010.7,80.1,38.2,170.1,6.1,1,33.8,39.8,129.8,ORISSA,1982
1432,47.6,379.5,5,55,1.9,273.1,153,56.9,1130.1,22.1,67.6,137.3,2,1,100.7,107.7,324.6,ORISSA,1983
1377.6,46,422.3,0.3,6.7,9.3,369.5,302.6,16,1221.8,3.4,34.6,84.1,0,1,55.4,55.7,127.3,ORISSA,1984
1607.3,16.4,460.9,0,35,24.2,305.7,195.4,59.2,1297.2,4.7,52.9,74,1.1,1,175.8,176.9,335.2,ORISSA,1985
1560,41.9,301.8,17,35.8,25.8,348.7,291.7,61.6,1125.2,12.6,74.5,129.1,92.2,1,134.9,244.1,183,ORISSA,1986
1097.6,30.3,190.3,1.7,3.6,10.6,338.8,112.3,14.1,791.6,18.4,55.3,104,102.3,1,83.9,187.9,150.2,ORISSA,1987
1306.9,55.1,268.6,0,49.4,0.1,286.1,247.9,49.5,1055.1,23.7,58.9,137.7,1.6,1,63,64.6,252.5,ORISSA,1988
1299.7,5,369.9,1.7,0.1,0,271.7,332.5,0.1,1170.2,12.9,81.2,99.2,0,1,28.6,30.2,196.1,ORISSA,1989
1905,57.3,371.4,1,50,0.4,282.9,237.2,50.3,1152.3,89.8,178.1,325.2,130.7,1,245.6,377.2,260.7,ORISSA,1990
1472.8,29.6,439,7.3,2.8,20,458.5,149.5,22.8,1228.6,21.8,36.2,87.7,32.9,1,93.5,133.7,181.5,ORISSA,1991
1329.5,16.1,385.1,0,16.9,6.1,394.9,177.2,23,1149.1,1.7,66,83.8,9.9,1,63.7,73.6,191.8,ORISSA,1992
1448,56.1,327,0,1.3,0,328.5,257.5,1.3,1200.9,11.4,82.2,149.6,7.5,1,88.7,96.2,287.9,ORISSA,1993
1744.6,48.1,463.9,0.1,28.6,4.1,474,299.4,32.6,1529.9,6.2,46.3,100.6,12.3,1,69.1,81.5,292.6,ORISSA,1994
1614,23.6,316.6,1.3,17.6,50.1,322.6,112.3,67.7,954.3,21.1,293,337.7,103.4,1,149.7,254.3,202.7,ORISSA,1995
1061.8,28.1,319.4,0.9,10.1,14.6,264.8,211.9,24.8,909.3,11.7,28.6,68.4,8.4,1,49.9,59.3,113.2,ORISSA,1996
1504.5,77.8,479.9,58.8,5.3,17.9,303.4,197.6,23.2,1215.5,31.9,33,142.7,27.4,1,37,123.2,234.6,ORISSA,1997
1357.1,43.4,203.5,0,28.3,31.5,277.6,176.4,59.8,934.8,52.4,53.4,149.1,73.8,1,139.6,213.4,277.3,ORISSA,1998
1484.3,3.2,325.9,0,0.7,0.1,270.2,222.9,0.8,1085.3,0.9,164.8,168.9,13.9,1,215.4,229.3,266.4,ORISSA,1999
1097.2,21.3,273.6,0.1,33.3,0.9,272.3,233.7,34.2,937.6,1.1,74.7,97,1.6,1,26.6,28.3,158,ORISSA,2000
1672.5,28.7,380.9,0,1.4,0.4,584.2,336.1,1.8,1433.2,32.3,71,132,18.7,1,86.8,105.6,132,ORISSA,2001
1102.8,25.1,371.2,0,0.2,11.7,170.2,182.4,11.9,930.2,13.1,67.5,105.7,7.8,1,47.1,54.9,206.5,ORISSA,2002
1648.2,24.7,425.1,28.8,16.2,0.1,367.5,178.9,16.3,1235.7,21.6,22.6,68.9,11,1,287.4,327.3,264.3,ORISSA,2003
1290.4,49.2,346.4,0,8,6.8,328,216.4,14.8,1038.9,6.4,29.7,85.3,1.8,1,149.6,151.4,148.1,ORISSA,2004
1503.4,20.9,201,7.1,4,29.4,410.3,199.4,33.4,1153.5,24.3,44.9,90.1,12.4,1,206.9,226.4,342.8,ORISSA,2005
1716.9,25,624.9,0,0,0.2,454,175.2,0.2,1508.8,29.9,105.6,160.5,21,1,26.4,47.4,254.7,ORISSA,2006
1633.8,21,420.6,0,32.5,0.7,285.1,321,33.2,1428.4,8,62.8,91.8,14,1,66.4,80.4,401.7,ORISSA,2007
1538.9,28.2,388.3,0,10.4,27.5,306.4,343.5,37.9,1393.2,17.5,37.4,83.1,2.7,1,22.1,24.8,355,ORISSA,2008
1330.3,1.1,286.9,0.1,0.5,1.9,586,87.3,2.4,1122.7,2.7,68.2,72,27.3,1,105.8,133.2,162.5,ORISSA,2009
1291.9,7.8,282.7,37.2,1.2,8.8,304.9,146.4,9.9,969.9,5.6,93,106.4,35.6,1,133,205.7,236,ORISSA,2010
1346.2,58.2,358.6,0.4,16.2,3.7,199.6,210.1,19.8,1167,4.9,75.6,138.7,0.1,1,20.2,20.7,398.7,ORISSA,2011
1405.9,34.8,417,3.1,3.6,50.8,324.3,169.6,54.4,1153.3,0.9,21.3,57,72.1,1,66,141.3,242.4,ORISSA,2012
1632.4,53.6,254.9,0,7.8,3.3,380,272.6,11.2,1115.6,2.1,57.7,113.4,1.2,1,391,392.2,208.1,ORISSA,2013
1536.9,11.7,386.3,0.9,17.6,0,496.2,92.2,17.7,1255.7,25.1,111.9,148.7,2.2,1,111.8,114.8,281.1,ORISSA,2014
1210.1,67.6,264,15.6,3.3,15.1,294.8,238.6,18.4,1034.5,10.5,32.6,110.7,6.2,1,24.7,46.5,237,ORISSA,2015
1274.5,18.4,415.1,0,66.6,92.7,269.4,70.9,159.3,1003.4,11.1,33.5,63,11.5,1,37.3,48.8,248,JHARKHAND,1901
1197.6,28.5,204.9,3.2,7.7,4.2,456.1,89.9,11.9,1057.5,13.2,59.8,101.5,5.9,1,17.6,26.7,306.6,JHARKHAND,1902
1174.3,32.8,280.8,0,19.5,25.1,206.1,142.1,44.6,819.3,10.7,56.4,99.9,0.5,1,210.1,210.6,190.2,JHARKHAND,1903
1480.7,9.1,336.1,0.4,17,2.5,494.1,308.9,19.6,1264.6,38.1,116.1,163.3,2.3,1,30.6,33.3,125.6,JHARKHAND,1904
1354.7,32.9,293.7,2.7,53.3,38.4,420.3,41.5,91.7,1078.3,61.6,66.2,160.7,0,1,21.3,24,322.8,JHARKHAND,1905
1314.3,1.7,251.6,1.1,128.5,45.8,355.6,170.9,174.3,963.5,35.9,33.9,71.5,7.1,1,96.8,105,185.4,JHARKHAND,1906
1455.7,26.3,469.4,24.8,59.3,2,230.4,338.1,61.4,1238.1,76,27.4,129.7,0,1,1.7,26.5,200.2,JHARKHAND,1907
1214.2,0.6,368,0.1,46.4,12.2,326.2,210.1,58.7,1075.9,4.8,48.6,54,0.1,1,25.5,25.6,171.6,JHARKHAND,1908
1447.9,78.8,360.3,13.3,10.1,32.2,319.9,314,42.3,1262,0.9,27.2,106.9,0,1,23.4,36.7,267.8,JHARKHAND,1909
1297.6,24.4,334.5,0.3,9,20.7,268.6,255.5,29.7,1103.3,2.4,43.7,70.5,9.4,1,84.2,94,244.7,JHARKHAND,1910
1475.4,7.7,410.3,0,0.2,0.7,164.2,391.6,0.9,1269.6,31.5,25.5,64.7,39.7,1,100.5,140.2,303.5,JHARKHAND,1911
1142.9,29.7,347.6,0,25.1,1.7,361.7,125.2,26.9,943.2,15.2,42.4,87.4,51.2,1,34.3,85.5,108.7,JHARKHAND,1912
1585.6,1,383.8,16.3,111.6,1.9,321.3,375.5,113.5,1244.8,40.1,77.9,118.9,18.3,1,73.8,108.4,164.3,JHARKHAND,1913
1215.5,23.6,337,6.2,24.6,0.1,354.4,123.8,24.8,974.7,19.4,150.1,193.1,0,1,16.7,23,159.5,JHARKHAND,1914
1102.3,10.7,220.5,0.1,36.7,7.7,270.2,149.7,44.4,855.1,33.4,58.6,102.7,39.9,1,60,100,214.7,JHARKHAND,1915
1364.3,17.1,303.2,0,14.3,0,224.9,283.5,14.3,1043.1,0.2,22.6,39.9,13.8,1,253.2,267,231.5,JHARKHAND,1916
1724.4,9,372.8,0.5,40.1,1.7,359.5,287,41.8,1270.5,17.1,107.1,133.2,1.2,1,277.1,278.8,251.2,JHARKHAND,1917
1162.6,15.5,406.7,0.5,2.4,4.2,149.7,324,6.5,1056.3,3.6,78.5,97.6,0,1,1.7,2.2,175.9,JHARKHAND,1918
